SalePrice,Gr Liv Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Garage Cars,Garage Area,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Type,Kitchen Qual,Bsmt Qual,Central Air,House Style
123000,912,5,6,1962,1962,1.0,252.0,7150,65.0,Sawyer,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
275000,2014,8,8,1980,1980,3.0,864.0,15676,,Veenker,RL,2,0,6,2,Attchd,Gd,Gd,Y,1Story
235000,1755,7,8,1991,2008,2.0,524.0,11949,,NoRidge,RL,2,1,7,1,Attchd,Gd,Gd,Y,2Story
280750,3005,7,5,2004,2005,3.0,704.0,2880,32.0,Somerst,FV,2,1,9,1,BuiltIn,Gd,Gd,Y,2Story
164500,1224,6,5,2009,2009,2.0,528.0,3951,40.0,Somerst,FV,2,1,4,0,Detchd,Gd,Gd,Y,2Story
173733,1224,6,5,2009,2009,2.0,528.0,3000,30.0,Somerst,FV,2,1,4,0,Detchd,Gd,Gd,Y,2Story
222000,1726,6,5,2008,2008,2.0,561.0,3830,,Somerst,FV,2,1,6,1,Attchd,Gd,Gd,Y,1Story
195000,1256,6,5,2008,2008,2.0,641.0,4217,,Somerst,FV,1,1,5,1,Attchd,Gd,Gd,Y,1Story
172500,1471,6,5,1999,1999,2.0,440.0,3230,34.0,Somerst,FV,2,1,6,0,Detchd,TA,Gd,Y,2Story
180000,1512,6,5,2000,2000,2.0,440.0,2998,34.0,Somerst,FV,2,1,4,0,Detchd,Gd,Gd,Y,2Story
156000,1452,7,5,1999,1999,2.0,506.0,3768,35.0,Somerst,FV,2,1,6,0,Detchd,Gd,Gd,Y,2Story
172500,1739,8,5,1999,2000,2.0,480.0,2645,24.0,Somerst,FV,2,1,7,0,Attchd,Gd,Gd,Y,2Story
318750,1694,8,9,1977,2008,2.0,642.0,14694,,Veenker,RL,2,0,5,1,Attchd,Ex,Gd,Y,1Story
211500,1226,8,5,1981,1981,2.0,484.0,3782,61.0,Greens,RL,1,0,4,2,Attchd,Gd,Gd,Y,1Story
241600,1740,7,5,1981,1981,2.0,540.0,15417,110.0,Veenker,RL,1,1,7,0,Attchd,Gd,Gd,Y,1Story
180500,2499,8,5,1976,1976,2.0,527.0,9600,80.0,Veenker,RL,2,1,5,1,Attchd,TA,TA,Y,SLvl
150000,1620,4,4,1976,1993,2.0,490.0,9991,,Sawyer,RL,2,0,8,1,Attchd,TA,TA,Y,1Story
154000,1556,6,6,1968,1968,2.0,441.0,11700,78.0,NWAmes,RL,1,1,8,0,Attchd,TA,TA,Y,2Story
185000,1442,6,6,1970,1970,2.0,615.0,11717,,NWAmes,RL,2,0,6,1,Attchd,TA,TA,Y,1Story
185750,1489,6,7,1968,1968,2.0,462.0,9156,,NWAmes,RL,2,0,7,1,Attchd,Gd,TA,Y,1Story
200000,2090,7,6,1973,1973,2.0,484.0,10382,,NWAmes,RL,2,1,7,2,Attchd,TA,Gd,Y,2Story
206000,2067,7,6,1974,1974,2.0,784.0,12732,,NWAmes,RL,2,1,7,2,Attchd,Gd,TA,Y,2Story
162000,1395,6,6,1972,1972,2.0,497.0,12936,,NWAmes,RL,1,1,6,1,Attchd,TA,TA,Y,2Story
256900,2640,6,7,1967,1997,2.0,515.0,10400,80.0,NWAmes,RL,2,1,8,1,Attchd,Gd,TA,Y,2Story
197900,1724,6,5,1967,1976,2.0,480.0,17871,,NWAmes,RL,1,1,7,1,Attchd,TA,Gd,Y,SLvl
163000,1336,5,5,1969,1969,2.0,502.0,9600,80.0,NWAmes,RL,2,0,6,1,Attchd,TA,Gd,Y,1Story
113000,1216,6,5,1969,1969,1.0,336.0,9000,75.0,NWAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
230000,2288,7,7,1977,1992,2.0,520.0,13774,,NWAmes,RL,1,2,8,2,Attchd,Gd,Gd,Y,2Story
167900,1334,6,5,1977,1977,2.0,630.0,9650,80.0,NWAmes,RL,2,0,6,1,Attchd,TA,Gd,Y,1Story
213250,1680,7,5,1998,1999,2.0,583.0,10140,78.0,NWAmes,RL,2,0,7,1,Attchd,Gd,Ex,Y,1Story
227000,1665,8,6,2001,2001,2.0,528.0,8400,70.0,NWAmes,RL,2,1,6,0,Attchd,Gd,Gd,Y,2Story
130000,864,5,6,1967,1967,1.0,312.0,7130,62.0,NAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
143000,1568,5,5,1967,1967,2.0,440.0,9600,80.0,NAmes,RL,1,1,7,0,Attchd,TA,TA,Y,1Story
117500,925,5,6,1965,1965,1.0,429.0,9100,70.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
168500,2061,7,5,1974,1974,2.0,498.0,9600,80.0,NWAmes,RL,2,1,8,1,Attchd,TA,TA,Y,2Story
172500,1320,6,5,1971,1971,2.0,495.0,16500,,NWAmes,RL,2,0,5,1,Attchd,TA,Gd,Y,SFoyer
161500,1342,6,5,1967,1967,2.0,457.0,9790,,NWAmes,RL,2,0,7,1,Attchd,TA,TA,Y,1Story
141500,894,4,7,1960,1960,2.0,396.0,7436,60.0,NAmes,RL,1,0,5,1,Detchd,TA,TA,Y,1Story
118000,864,5,7,1959,1959,1.0,308.0,8125,65.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
127500,864,6,6,1959,1959,1.0,300.0,9100,70.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
140000,1362,4,5,1957,1957,3.0,768.0,9450,,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
177625,1728,5,6,1956,1956,2.0,576.0,13495,,NAmes,RL,2,0,7,1,Detchd,TA,TA,Y,1Story
110000,1776,5,5,1958,1958,3.0,888.0,11475,85.0,NAmes,RL,2,0,9,0,Detchd,TA,TA,Y,1Story
167000,1516,6,6,1964,1964,2.0,472.0,10004,100.0,NAmes,RL,1,1,6,0,Attchd,TA,TA,Y,1Story
153000,1313,5,6,1961,1995,2.0,610.0,9350,85.0,NAmes,RL,1,1,6,1,Attchd,Gd,TA,Y,1Story
145100,1292,5,5,1964,1964,2.0,520.0,10500,115.0,NAmes,RL,1,1,6,2,Detchd,TA,TA,Y,1Story
154000,1154,5,6,1966,1966,2.0,480.0,11000,,NAmes,RL,1,1,6,1,Attchd,TA,TA,Y,1Story
177500,2140,5,6,1965,1965,2.0,549.0,8970,,NAmes,RL,2,1,7,1,Attchd,TA,TA,Y,2Story
158000,1445,6,6,1964,1964,2.0,645.0,12095,,NAmes,RL,1,1,7,1,Attchd,TA,TA,Y,SLvl
124500,1041,5,6,1959,1959,1.0,270.0,9600,80.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
174500,1576,6,6,1961,1961,2.0,368.0,11475,85.0,NAmes,RL,1,0,7,1,BuiltIn,Gd,TA,Y,SLvl
122000,960,5,5,1955,1955,1.0,330.0,9768,68.0,NAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
82500,708,4,7,1940,1950,0.0,0.0,5330,50.0,BrkSide,RL,1,0,5,0,,Fa,TA,Y,1Story
110000,1203,5,4,1950,1950,1.0,352.0,7015,,BrkSide,RL,1,0,5,1,Detchd,Gd,TA,Y,1.5Fin
149500,1505,6,4,1953,1953,2.0,505.0,12160,128.0,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
175000,1691,6,5,1967,1967,2.0,550.0,9900,90.0,NAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
167000,1644,6,5,1953,1953,2.0,418.0,9600,80.0,NAmes,RL,1,0,7,2,Attchd,TA,TA,Y,1Story
128900,1050,5,6,1956,1956,1.0,338.0,9600,80.0,NAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
140000,1668,6,8,1950,2005,1.0,271.0,9600,80.0,NAmes,RL,1,1,6,0,Attchd,TA,TA,Y,1.5Fin
147000,1113,5,7,1950,2007,1.0,264.0,9600,80.0,NAmes,RL,1,0,5,1,Attchd,Gd,TA,Y,1Story
124000,1584,5,5,1967,1967,3.0,792.0,8944,65.0,NAmes,RL,2,0,8,0,Detchd,TA,TA,Y,1Story
187500,1453,6,6,1961,1961,2.0,530.0,10573,92.0,NAmes,RL,2,0,6,1,Attchd,TA,TA,Y,1Story
159000,1394,6,5,1963,1963,2.0,514.0,9500,,NAmes,RL,1,1,6,2,Attchd,TA,Gd,Y,1Story
256000,1567,6,8,1966,2008,2.0,542.0,14695,80.0,NAmes,RL,2,0,5,2,Attchd,Gd,TA,Y,1Story
205000,1986,7,6,1965,1990,2.0,486.0,13600,85.0,NAmes,RL,2,1,7,3,Attchd,TA,TA,Y,2Story
193500,2142,6,6,1968,1968,1.0,509.0,13000,100.0,NAmes,RL,2,1,8,1,Attchd,Gd,Gd,Y,2Story
110000,1392,6,3,1968,1968,2.0,576.0,13560,120.0,NAmes,RL,1,0,5,2,Attchd,TA,Fa,Y,1Story
104900,1738,4,4,1920,2007,1.0,368.0,12513,,NAmes,RL,2,0,7,1,Attchd,TA,TA,Y,1.5Fin
150000,1144,5,7,1956,1956,1.0,286.0,8760,73.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
156500,1478,6,3,1957,1957,2.0,442.0,8400,70.0,NAmes,RL,1,1,6,2,Attchd,TA,TA,Y,1Story
176000,1329,7,6,1960,1960,2.0,441.0,12285,,NAmes,RL,1,1,5,2,Attchd,TA,TA,Y,1Story
149500,988,6,8,1959,1998,1.0,297.0,9240,66.0,NAmes,RL,2,0,6,0,Attchd,Gd,TA,Y,1Story
139000,1632,6,6,1958,1988,1.0,338.0,9600,80.0,NAmes,RL,2,0,6,1,Attchd,TA,TA,Y,1Story
155000,1215,6,7,1958,1998,1.0,297.0,12400,66.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
120000,1202,5,5,1956,1956,1.0,304.0,8750,70.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
153000,1382,5,5,1955,1955,1.0,350.0,8750,70.0,NAmes,RL,1,0,6,0,Attchd,Gd,TA,Y,1Story
144000,1200,4,5,1956,1956,1.0,294.0,10400,80.0,NAmes,RL,1,0,6,2,Attchd,TA,TA,Y,1Story
176000,1382,6,5,1962,1962,2.0,884.0,19296,120.0,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,SLvl
153000,1297,5,6,1954,1990,2.0,498.0,8532,74.0,NAmes,RL,1,0,5,1,Attchd,TA,TA,Y,1Story
135000,1866,5,4,1958,1958,2.0,495.0,9482,76.0,NAmes,RL,2,0,8,0,Detchd,TA,TA,Y,1Story
131000,1062,6,7,1954,1954,1.0,297.0,8128,53.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
123000,1319,5,6,1953,1953,1.0,270.0,10634,79.0,NAmes,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
126000,1112,5,5,1951,1951,2.0,480.0,13070,67.0,NAmes,RL,1,0,5,0,Basment,TA,TA,Y,1Story
115000,1005,4,5,1955,1955,2.0,672.0,10434,60.0,NAmes,RL,1,0,5,1,Detchd,Fa,TA,Y,1Story
164900,1363,5,7,1951,2000,1.0,288.0,14559,75.0,NAmes,RL,1,0,6,2,CarPort,TA,TA,Y,1Story
113000,793,5,6,1945,1950,1.0,240.0,8480,80.0,NAmes,RL,1,0,4,0,Detchd,Fa,TA,Y,1Story
145500,1031,5,8,1952,2005,1.0,230.0,7626,60.0,NAmes,RL,1,0,5,0,Attchd,Gd,TA,Y,1Story
102900,1210,5,5,1953,1953,1.0,616.0,9533,75.0,NAmes,RL,1,1,7,0,Attchd,TA,,Y,1Story
95000,1699,3,5,1900,1970,2.0,420.0,10615,107.0,OldTown,RL,2,0,7,0,CarPort,TA,Fa,Y,2Story
152500,1527,7,7,1948,1999,2.0,410.0,11419,78.0,NAmes,RL,1,1,6,1,Attchd,TA,TA,Y,2Story
129900,1200,5,6,1950,1950,1.0,246.0,9600,60.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
132000,972,6,6,1948,2002,1.0,240.0,8000,50.0,NAmes,RL,1,0,5,1,Detchd,TA,TA,Y,1Story
99900,792,3,5,1958,1958,1.0,366.0,5470,53.0,OldTown,RL,1,0,4,0,Attchd,TA,TA,Y,1Story
135000,1656,5,7,1916,1987,1.0,180.0,10410,60.0,OldTown,RL,2,1,8,0,Detchd,TA,Fa,Y,1.5Fin
149000,1352,5,7,1939,2006,2.0,720.0,10800,60.0,OldTown,RL,2,0,7,0,Detchd,Gd,TA,Y,2Story
114000,1039,4,8,1900,2003,1.0,281.0,8146,80.0,OldTown,RL,1,0,6,0,Detchd,TA,Fa,Y,2Story
109500,792,5,8,1924,2006,1.0,240.0,9022,52.0,OldTown,RL,1,0,5,0,Detchd,Gd,TA,Y,1Story
125000,1078,5,7,1925,1950,1.0,264.0,10230,60.0,OldTown,RL,1,0,6,0,Detchd,Ex,TA,Y,1Story
142900,2377,4,5,1915,1950,2.0,528.0,10410,60.0,OldTown,RL,2,0,8,1,Detchd,Gd,TA,Y,1.5Fin
156500,1690,7,9,1910,2008,2.0,624.0,7200,60.0,OldTown,RL,2,0,5,0,Detchd,Gd,TA,Y,2Story
59000,599,2,5,1940,1950,0.0,0.0,5400,90.0,OldTown,RL,1,0,4,0,,Gd,Fa,N,1Story
105000,1374,4,6,1920,1950,1.0,338.0,5400,90.0,OldTown,RL,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
106000,846,5,7,1920,1950,2.0,576.0,10800,60.0,OldTown,RL,1,0,4,0,Detchd,Gd,TA,N,1Story
78500,725,3,5,1890,1998,1.0,320.0,10800,60.0,OldTown,RL,1,1,4,0,Detchd,TA,TA,Y,1Story
190000,2544,6,5,1969,1969,3.0,907.0,9671,81.0,NAmes,RL,2,2,12,0,Attchd,TA,TA,Y,2Story
154000,1380,6,7,1963,1963,1.0,364.0,10143,83.0,NAmes,RL,1,1,6,0,Attchd,TA,TA,Y,1Story
163000,1040,6,4,1967,1967,2.0,480.0,11500,77.0,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
200000,2634,5,5,1969,1969,4.0,968.0,11643,91.0,NAmes,RL,2,2,12,0,Detchd,TA,TA,Y,2Story
143500,951,6,9,1958,2007,2.0,480.0,8010,62.0,NAmes,RL,1,0,6,0,Detchd,Gd,TA,Y,1Story
135000,1105,6,6,1957,1957,1.0,308.0,10454,90.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
153000,1306,5,7,1957,2000,1.0,756.0,8712,64.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
157500,1478,6,5,1960,1960,2.0,498.0,17600,,NAmes,RL,2,0,6,2,Attchd,TA,TA,Y,1Story
113500,1142,6,6,1958,1958,1.0,384.0,9000,80.0,NAmes,RL,1,0,5,1,Basment,TA,Gd,Y,1Story
133000,1268,5,7,1949,1950,1.0,288.0,12144,60.0,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
92900,1040,3,4,1950,1950,2.0,400.0,8544,60.0,NAmes,RL,2,0,6,0,Detchd,TA,,N,1Story
128500,1133,6,5,1950,1950,2.0,900.0,8064,60.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,N,1.5Fin
90000,1040,4,5,1949,1950,2.0,420.0,7200,60.0,NAmes,RL,2,0,6,0,Detchd,TA,,N,1Story
138000,1904,5,4,1950,1982,1.0,240.0,7200,60.0,NAmes,RL,1,1,7,0,Attchd,TA,TA,Y,1.5Fin
128000,1041,5,6,1958,1958,1.0,294.0,7350,71.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
139000,1339,5,6,1958,1965,1.0,294.0,7560,70.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
118900,732,5,7,1952,1952,1.0,240.0,7200,60.0,NAmes,RL,1,0,4,0,Detchd,TA,TA,Y,1Story
138000,1183,5,5,1959,1959,1.0,288.0,8000,80.0,NAmes,RL,1,0,6,0,Attchd,TA,Gd,Y,SLvl
132500,1148,5,5,1959,1959,1.0,672.0,7931,70.0,NAmes,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
133500,1461,4,7,1949,1996,1.0,384.0,10800,60.0,NAmes,RL,2,0,6,0,Detchd,TA,TA,Y,1.5Fin
135000,1495,6,7,1948,1994,2.0,576.0,8064,60.0,NAmes,RL,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
144750,1806,6,5,1964,1964,2.0,483.0,7570,76.0,NAmes,RL,1,1,8,0,Attchd,TA,TA,Y,2Story
145000,941,5,7,1978,1978,2.0,564.0,8604,75.0,NAmes,RL,1,0,4,0,Attchd,Gd,Gd,Y,SFoyer
127000,1045,6,6,1963,1963,1.0,264.0,7936,80.0,NAmes,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
109500,894,5,5,1962,1962,1.0,308.0,6600,60.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,N,1Story
115000,1224,6,8,1926,2004,1.0,210.0,3950,,OldTown,RM,1,0,5,0,Detchd,TA,TA,Y,1.5Fin
110000,1230,5,6,1910,1981,2.0,440.0,10440,60.0,OldTown,RM,1,1,5,0,Detchd,TA,TA,Y,2Story
128900,1378,6,8,1935,1998,1.0,162.0,4080,68.0,OldTown,RM,1,0,6,0,Detchd,Gd,TA,Y,1.5Fin
103500,1944,6,5,1910,1950,2.0,324.0,10307,57.0,OldTown,RM,2,0,12,0,Detchd,TA,TA,N,2Story
66500,1131,5,6,1941,1950,1.0,200.0,5720,52.0,OldTown,RM,1,1,5,0,Detchd,TA,TA,Y,1.5Fin
130000,1306,5,8,1910,2003,2.0,472.0,15660,90.0,OldTown,RM,1,1,6,0,Detchd,Gd,TA,Y,1.5Fin
129000,1464,5,8,1910,2002,0.0,0.0,9900,90.0,OldTown,RM,2,0,7,0,,TA,TA,Y,2Story
150000,1558,5,6,1939,1950,2.0,400.0,6406,57.0,OldTown,RM,1,1,7,1,Detchd,TA,TA,Y,2Story
107500,2372,5,4,1892,1965,1.0,432.0,6600,60.0,OldTown,RM,2,0,11,0,Attchd,TA,TA,N,2Story
94550,1701,4,6,1920,1950,0.0,0.0,7627,63.0,OldTown,RM,2,0,8,0,,Fa,Fa,N,2Story
124500,1960,5,5,1952,1952,2.0,400.0,7596,60.0,OldTown,RM,2,0,10,0,Detchd,TA,TA,Y,2Story
135000,1389,7,8,1946,1992,1.0,240.0,3378,60.0,OldTown,RM,1,1,6,2,Detchd,TA,TA,Y,2Story
103000,1447,5,5,1910,1950,0.0,0.0,10134,56.0,OldTown,RM,1,0,6,0,,TA,Fa,N,1.5Fin
93000,936,4,4,1953,1953,2.0,576.0,6000,60.0,OldTown,RM,1,0,4,0,Detchd,TA,Fa,N,1Story
129500,1328,5,7,1950,1970,1.0,308.0,6000,50.0,OldTown,RM,1,1,6,0,Detchd,TA,TA,Y,1.5Fin
93000,1387,5,4,1954,1954,1.0,256.0,6000,50.0,OldTown,RM,2,0,7,0,BuiltIn,Gd,TA,Y,1.5Fin
80000,861,4,6,1920,1950,2.0,288.0,7404,62.0,OldTown,RM,1,0,5,0,Detchd,TA,Fa,Y,1Story
45000,612,2,4,1940,1950,1.0,308.0,5925,50.0,OldTown,RM,1,0,4,0,Detchd,TA,,N,1Story
37900,968,3,6,1910,1950,0.0,0.0,5925,50.0,OldTown,RM,1,0,6,0,,TA,TA,N,1.5Fin
91300,886,5,8,1938,1996,1.0,273.0,5784,50.0,OldTown,RM,1,0,4,0,Attchd,TA,Fa,Y,1Story
99500,792,5,8,1923,1950,1.0,287.0,8520,60.0,OldTown,RM,1,0,5,0,Detchd,TA,Fa,Y,1Story
113000,1452,4,5,1920,2008,0.0,0.0,4456,33.0,OldTown,RM,2,0,8,0,,TA,TA,Y,2Story
87500,1510,4,4,1910,1950,2.0,720.0,9600,60.0,OldTown,RM,2,0,7,0,Detchd,Gd,Fa,Y,2Story
110000,1284,5,7,1947,1950,1.0,240.0,3500,50.0,OldTown,RM,1,1,5,0,Detchd,TA,TA,Y,1.5Fin
106000,2138,5,5,1898,1965,2.0,360.0,8100,90.0,OldTown,RM,2,0,11,0,Detchd,TA,TA,N,2.5Unf
265979,2640,7,7,1880,2003,4.0,864.0,11700,65.0,OldTown,RM,1,1,8,1,Detchd,Gd,TA,N,2Story
160000,2007,6,7,1900,1950,1.0,357.0,8400,70.0,OldTown,RM,2,0,8,0,Detchd,Ex,Fa,Y,2Story
119000,1288,6,7,1917,2007,1.0,280.0,3600,60.0,OldTown,RM,1,0,5,1,Attchd,Ex,TA,Y,2Story
168000,1742,8,9,1882,1986,2.0,424.0,17671,121.0,OldTown,RM,1,1,8,1,Attchd,Gd,TA,Y,2Story
58500,816,4,3,1910,1950,0.0,0.0,3300,,OldTown,C (all),1,0,5,1,,TA,TA,Y,1Story
143000,1482,7,9,1920,1988,2.0,324.0,9000,50.0,OldTown,RM,1,0,7,0,Detchd,TA,TA,Y,2Story
85000,1022,5,4,1910,2006,1.0,280.0,7200,60.0,OldTown,RM,1,0,4,0,Detchd,TA,TA,N,1Story
124900,1869,5,6,1890,1996,2.0,456.0,8820,98.0,OldTown,RM,1,0,7,0,Detchd,TA,TA,Y,1.5Fin
119000,1480,6,6,1920,1950,1.0,207.0,5400,60.0,OldTown,RM,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
146500,1521,6,7,1910,2002,3.0,640.0,9720,60.0,OldTown,RM,1,0,8,0,Detchd,Gd,TA,Y,2Story
34900,720,4,5,1920,1950,0.0,0.0,7879,60.0,IDOTRR,C (all),1,0,4,0,,TA,TA,N,1Story
44000,797,3,3,1900,1950,0.0,0.0,9392,72.0,IDOTRR,C (all),1,0,5,0,,TA,Fa,N,1Story
223500,1576,5,6,1923,2004,2.0,528.0,21384,144.0,BrkSide,RL,1,1,6,1,Attchd,Gd,TA,Y,2Story
149000,1432,6,6,1923,1950,1.0,216.0,6615,,BrkSide,RL,1,0,6,1,BuiltIn,Gd,TA,N,1Story
205000,1548,7,7,1925,2007,2.0,672.0,7264,55.0,BrkSide,RL,2,1,5,0,Detchd,Ex,TA,N,1.5Fin
137000,1654,5,7,1930,1982,1.0,336.0,4960,50.0,BrkSide,RL,2,0,7,1,Detchd,TA,TA,Y,1.5Fin
121000,952,6,6,1916,1950,1.0,192.0,8854,,BrkSide,RL,1,0,4,1,Detchd,Fa,TA,N,1.5Unf
128000,1324,4,6,1936,1950,1.0,240.0,6000,50.0,BrkSide,RM,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
134900,1176,6,9,1937,2000,2.0,624.0,6000,50.0,BrkSide,RM,1,0,4,0,Detchd,TA,TA,Y,1.5Fin
117000,1348,5,8,1925,1997,1.0,216.0,6000,50.0,BrkSide,RM,1,0,5,1,Detchd,TA,TA,Y,1.5Fin
132500,1412,6,6,1939,1950,1.0,280.0,6000,50.0,BrkSide,RM,1,0,6,1,Detchd,TA,TA,Y,1.5Fin
93000,1142,5,5,1924,1950,1.0,320.0,6000,60.0,BrkSide,RM,1,0,6,0,Attchd,TA,TA,Y,1.5Fin
119000,904,6,7,1926,2004,1.0,180.0,6000,50.0,BrkSide,RM,1,0,4,0,Detchd,TA,TA,Y,1.5Unf
100000,1301,5,5,1924,1950,2.0,440.0,6911,60.0,BrkSide,RM,1,0,5,0,Detchd,Fa,TA,Y,1Story
141500,1539,5,6,1936,1950,2.0,576.0,6120,51.0,BrkSide,RM,1,1,5,0,Detchd,TA,TA,Y,1.5Fin
133000,1573,4,7,1935,1995,1.0,240.0,6120,51.0,BrkSide,RM,1,0,6,0,Detchd,Gd,TA,Y,1.5Fin
60000,800,2,3,1936,1950,0.0,0.0,6120,51.0,BrkSide,RM,1,0,4,1,,Fa,TA,N,1Story
105000,875,5,7,1931,1993,1.0,180.0,6120,51.0,BrkSide,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
115000,995,5,6,1925,1999,1.0,264.0,6120,51.0,BrkSide,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
150000,1582,5,6,1938,1950,1.0,250.0,6120,51.0,BrkSide,RM,2,0,6,1,Detchd,TA,TA,Y,1.5Fin
126500,1072,5,5,1925,1950,5.0,1184.0,8635,50.0,BrkSide,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
214500,2134,6,6,1916,1994,2.0,441.0,11888,,BrkSide,RL,2,0,10,0,Detchd,Gd,TA,N,2.5Unf
167500,2019,7,8,1910,1993,2.0,532.0,11414,60.0,BrkSide,RL,1,0,8,0,Detchd,Gd,Gd,N,2Story
155000,1768,6,6,1915,1950,2.0,576.0,8094,57.0,OldTown,RM,2,0,8,0,Detchd,TA,TA,Y,2Story
155000,1826,7,8,1915,2005,1.0,164.0,2500,50.0,OldTown,RM,1,1,7,1,Attchd,Ex,TA,Y,2Story
179900,1944,7,8,1915,1994,1.0,216.0,9928,68.0,OldTown,RM,2,0,8,0,Detchd,TA,TA,Y,2Story
104000,2229,6,6,1912,1950,0.0,0.0,5520,92.0,OldTown,RM,1,0,8,0,,TA,TA,Y,2.5Fin
62500,2128,5,1,1922,1950,0.0,0.0,3000,50.0,OldTown,RM,2,0,11,0,,TA,TA,N,2Story
149000,1930,6,5,1927,1950,1.0,316.0,6876,57.0,IDOTRR,RM,2,0,8,0,Attchd,TA,TA,Y,2Story
103000,1208,4,5,1925,1950,2.0,539.0,6240,52.0,IDOTRR,RM,1,0,5,0,Detchd,TA,TA,Y,1.5Fin
123000,1427,6,7,1915,2002,1.0,379.0,5775,,OldTown,RM,1,0,7,0,Attchd,Gd,TA,Y,2Story
97500,1864,7,5,1902,2000,0.0,0.0,5852,41.0,OldTown,RM,2,1,9,0,,TA,TA,N,2.5Unf
135000,1666,6,6,1927,1950,1.0,384.0,5160,60.0,IDOTRR,RM,1,0,4,0,Detchd,TA,TA,Y,1.5Fin
70000,892,4,6,1923,1950,0.0,0.0,5160,86.0,IDOTRR,RM,1,0,5,0,,Gd,Gd,Y,SFoyer
116000,1403,6,7,1915,1965,1.0,308.0,10320,60.0,IDOTRR,RM,1,1,7,0,Detchd,TA,TA,Y,2Story
88750,704,4,9,1946,2001,1.0,220.0,4280,50.0,Sawyer,RL,1,0,4,0,CarPort,Fa,Fa,Y,1Story
179000,1200,5,5,1987,1988,0.0,0.0,10800,60.0,Edwards,RL,3,0,5,0,,TA,Gd,Y,1Story
179000,1200,5,5,1987,1988,0.0,0.0,10800,60.0,Edwards,RL,3,0,5,0,,TA,Gd,Y,1Story
159900,1152,5,5,1978,1978,1.0,252.0,10547,,Edwards,RL,2,0,6,0,Detchd,TA,Gd,Y,SFoyer
61000,904,1,1,1922,1950,0.0,0.0,10020,,Edwards,RL,0,1,4,0,,Fa,Fa,N,1Story
103600,1369,6,6,1925,1950,1.0,300.0,6629,54.0,Edwards,RH,2,0,6,0,Detchd,TA,TA,N,2Story
63000,1112,5,3,1934,1950,1.0,226.0,9780,60.0,Edwards,RL,2,0,6,0,Detchd,TA,TA,N,1.5Fin
175000,1464,5,6,1963,1999,2.0,480.0,12886,70.0,Sawyer,RL,2,0,6,1,Attchd,TA,Gd,Y,SLvl
139000,1121,5,6,1963,1963,2.0,480.0,8816,80.0,Sawyer,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
172500,1683,6,5,1978,1978,2.0,440.0,11184,70.0,Sawyer,RL,2,1,7,1,Attchd,TA,TA,Y,2Story
113500,1052,5,6,1967,1967,1.0,668.0,11625,75.0,Sawyer,RL,1,1,6,1,Attchd,TA,TA,Y,1Story
130000,899,5,7,1967,2004,1.0,288.0,7800,65.0,Sawyer,RL,1,0,5,0,Attchd,Gd,TA,Y,1Story
